A_id,Sizes,Weights,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality,,,size,weight,sweet,crunch,juicines,rip,acidity,resa,
2091,-0.000752023,-3.554890292,-1.110145172,2.093299951,-1.968881706,0.401407765,-3.513559603,bad,,,0.527431342,0.277805368,0.435915707,0.59586191,0.29963421,0.478232206,0.242588431,0,
2092,-2.649470223,-2.985518495,3.760676514,-0.083911497,1.78951681,0.359650005,-3.427009421,good,,,0.332070335,0.321804371,0.802987415,0.436649783,0.58166287,0.475045183,0.248592491,1,
2093,1.835205542,2.634609788,-2.240741471,1.252773683,0.553616308,0.015986593,3.292110029,good,,,0.662845717,0.756107657,0.350712441,0.53439706,0.488921411,0.448816212,0.714703584,1,
2094,-0.599056927,2.046434357,-2.87766244,0.505388937,0.228995821,1.890558671,2.211755911,bad,,,0.483302281,0.710655577,0.302713216,0.479743335,0.464562025,0.591886717,0.63975849,0,
2095,-1.545791361,-2.289821041,0.214996787,2.274042131,-2.369316723,-0.110317447,-1.498656037,bad,,,0.413474168,0.375565366,0.535780197,0.609078976,0.269585733,0.439176474,0.382364023,0,
2096,-1.888943699,-1.483683043,2.042191419,-1.903498708,-0.653684695,3.429615947,-1.420395519,good,,,0.388164346,0.43786081,0.673480054,0.303589509,0.398326046,0.709350166,0.387793023,1,
2097,-2.425937082,0.545866744,0.566560572,-1.149181545,1.228715001,-0.207189661,-4.11808396,good,,,0.348557427,0.594697113,0.562274519,0.358750178,0.539580536,0.431783023,0.200652056,1,
2098,2.56304509,-0.594134087,-5.571881446,0.370689553,-0.735662392,2.904305615,-4.068279734,bad,,,0.716528841,0.506601951,0.099673229,0.469893224,0.392174474,0.669257594,0.204107018,0,
2099,-1.670721247,0.251100055,0.771103177,1.526792313,1.648838014,0.696441213,-1.139213205,good,,,0.404259738,0.571918604,0.577689126,0.554435118,0.571106392,0.500749657,0.407298882,1,
2100,-1.473450946,-0.117986532,-4.148934165,2.171342301,-0.870415439,3.486062543,0.556336179,bad,,,0.418809766,0.543396921,0.20690846,0.601568884,0.382062661,0.713658265,0.5249206,0,
2101,-0.920415592,0.822876415,-0.637388279,0.784929119,2.515817562,-0.806609826,-3.635637004,good,,,0.45959989,0.616103423,0.471543306,0.500185165,0.636164177,0.386034265,0.234119817,1,
2102,0.025323798,-0.774397273,-4.819656618,1.129533855,-3.017921521,2.716157467,-0.99116221,bad,,,0.529354612,0.492671861,0.156361909,0.525384947,0.220914698,0.65489781,0.417569307,0,
2103,0.544928791,-2.950038214,-1.560640284,0.391411712,1.89848019,3.018338969,-3.03673955,bad,,,0.567679019,0.32454616,0.401965786,0.471408565,0.589839437,0.677960813,0.275665848,0,
2104,-0.736511346,-1.46560181,0.210433706,-0.156904598,0.514415818,-1.754274319,0.638418811,good,,,0.473164081,0.439258062,0.535436317,0.431312044,0.485979823,0.313706911,0.530614743,1,
2105,-1.716625199,-1.228013068,-0.8723251,0.931502037,-2.082361597,0.002732702,-2.246384251,bad,,,0.400874009,0.457618065,0.453838149,0.510903548,0.291118726,0.447804652,0.330493474,0,
2106,-0.489236652,4.093888412,-0.117897264,3.427268325,-1.232980826,-3.759720025,-0.360762862,good,,,0.491402274,0.868875457,0.510692851,0.693410516,0.354855905,0.16064791,0.461300651,1,
2107,-3.639183136,-0.338087466,0.33654657,-0.691196009,1.007092104,4.55223592,1.136985378,bad,,,0.259072267,0.526388313,0.544940353,0.392241115,0.522950046,0.795030417,0.565200734,0,
2108,-0.999039073,-1.540049412,2.157181236,1.558691565,0.678530472,0.748516402,-1.356950956,good,,,0.453800873,0.433505019,0.682145843,0.556767802,0.498294918,0.504724123,0.392194227,1,
2109,-0.090270944,-1.726818821,1.353851057,0.264375161,2.006328749,1.038351489,-3.391138415,good,,,0.520828712,0.419072152,0.621605794,0.462118811,0.597932348,0.526844826,0.251080894,1,
2110,-1.11416808,-0.782227158,-1.015545793,3.868902504,-0.455818388,-1.200251191,-0.778000656,bad,,,0.445309325,0.492066796,0.443044844,0.725705734,0.413173851,0.355990891,0.432356507,0,
2111,-0.694671654,-1.573373246,-2.501968221,2.817212839,-3.079667471,2.544749362,0.518192204,bad,,,0.476250043,0.430929874,0.33102604,0.648799217,0.216281308,0.641815654,0.52227452,0,
2112,-0.496455727,-0.748864383,0.824484529,0.112490599,-0.536664849,1.827994377,-0.856481232,good,,,0.490869818,0.494644951,0.581712017,0.451012005,0.407107167,0.587111704,0.426912242,1,
2113,-1.225928445,-1.242701574,-1.206389193,2.787051948,1.796350659,-2.925687592,0.933022857,good,,,0.437066237,0.45648299,0.428662627,0.646593653,0.58217568,0.224302673,0.551051679,1,
2114,-0.322462195,-2.575139879,0.329670845,0.311691902,-1.843513963,0.237368419,-2.715597414,bad,,,0.503703026,0.353516954,0.544422189,0.465578925,0.309041753,0.465712446,0.297943754,0,
2115,-1.804617728,-2.012472882,-2.070452517,0.094962469,4.649714343,1.990744178,4.430772373,bad,,,0.394383961,0.396997834,0.363545647,0.449730232,0.796290903,0.599533044,0.79369357,0,
2116,1.139748835,0.166730617,-2.011508254,2.452914,-2.625881517,-0.249664187,-1.93413049,bad,,,0.611551048,0.565398837,0.367987767,0.622159272,0.250333217,0.428541296,0.352154786,0,
2117,1.208430101,-4.525804563,3.42247298,0.756226477,0.50964242,2.841901376,-0.575944026,good,,,0.616616759,0.202776607,0.777499939,0.498086238,0.485621629,0.664494798,0.446373349,1,
2118,-0.799235753,-1.0586878,-2.448060515,-1.491060438,5.794131442,-0.32507994,2.309399752,bad,,,0.468537729,0.470702912,0.335088598,0.333749728,0.882167486,0.422785438,0.646532127,0,
2119,-2.900552504,-2.392043352,4.162221352,0.97391202,1.28531825,0.319056379,0.10671871,good,,,0.313551307,0.367665994,0.833248376,0.514004847,0.54382802,0.471947009,0.49373025,1,
2120,4.83460754,-5.187416274,-1.230020786,1.01019782,4.759434044,0.31102365,2.60786687,good,,,0.884072042,0.151649636,0.426881719,0.516658306,0.804524224,0.471333938,0.667237048,1,
2121,-0.677032124,-2.808800817,3.88679959,2.564403888,3.020892076,0.313849067,0.391850889,good,,,0.477551079,0.335460477,0.81249222,0.630312151,0.674064758,0.471549578,0.513510114,1,
2122,-4.380522956,0.809744386,0.866777904,-0.296215228,1.277305245,-0.535528334,-1.109341247,good,,,0.204393406,0.615088627,0.584899303,0.421124727,0.543226728,0.406723662,0.409371125,1,
2123,-2.649304596,-0.212368538,2.472781113,-1.887866252,-1.406507805,2.439665618,1.371130948,bad,,,0.332082551,0.536103419,0.705929876,0.304732658,0.341834513,0.633795486,0.581443614,0,
2124,0.324868846,-0.92089963,-1.861310293,2.15072995,0.402145123,0.015447993,-1.361078055,bad,,,0.551448099,0.481350686,0.379306888,0.600061572,0.477555076,0.448775105,0.391907926,0,
2125,-1.558177786,-1.172793678,0.194824604,-0.164852052,-0.839426246,1.011010427,-1.638679394,bad,,,0.412560585,0.461885221,0.534259994,0.430730873,0.384388077,0.52475811,0.372650483,0,
2126,-2.260565556,-0.598817666,2.605248562,1.534068608,1.355840848,-3.367617094,6.267182876,bad,,,0.360754703,0.506240021,0.715912802,0.554967209,0.549120007,0.190573867,0.921086945,0,
2127,-1.489039304,-0.448912855,-2.558605577,1.00778504,0.556596724,2.005437901,-1.392445032,bad,,,0.417660019,0.517824125,0.326757773,0.516481867,0.48914506,0.600654493,0.389731972,0,
2128,-0.792714002,-0.229621419,-3.055723052,1.945335333,-0.509488018,2.215651848,0.1481226,bad,,,0.469018752,0.534770178,0.289294328,0.585041757,0.409146505,0.616698377,0.496602473,0,
2129,-1.870055746,0.488218275,2.420147264,-2.465425969,0.32437699,1.300471525,-2.046627469,good,,,0.389557461,0.590242246,0.701963318,0.262497665,0.471719388,0.54685027,0.344350774,1,
2130,0.112633012,-1.004231467,-0.924331017,3.033640552,0.189144141,1.914676724,0.837869179,good,,,0.535794261,0.474911102,0.449918913,0.664625845,0.461571571,0.593727447,0.544450786,1,
2131,2.617564252,0.081924184,-0.364518069,1.387658087,0.909087535,-0.704888323,2.269546816,good,,,0.72055,0.558845301,0.492107174,0.544260701,0.515595824,0.393797821,0.643767495,1,
2132,1.027470747,-1.01201852,-0.246328767,2.046916339,-2.115655588,-0.037873136,1.136907353,bad,,,0.603269774,0.474309346,0.501014079,0.592470033,0.288620359,0.444705546,0.565195322,0,
2133,0.292053647,-2.83944957,0.334109459,1.396526631,-0.439524526,-0.26325533,-2.947236366,bad,,,0.549027755,0.333092052,0.544756689,0.544909228,0.414396536,0.427503997,0.281874761,0,
2134,-1.477334939,0.59828092,-3.958936412,1.108406414,-2.308383452,1.971056762,0.200554236,bad,,,0.418523296,0.598747491,0.221226948,0.523839969,0.27415814,0.598030467,0.500239701,0,
2135,0.899359303,-1.96029597,-0.961782158,1.970223805,0.607312971,3.057713437,1.192569843,good,,,0.593820683,0.401029878,0.447096544,0.586861767,0.492950786,0.680965938,0.569056676,1,
2136,-1.150426728,-0.459379092,0.634940734,0.776135455,1.55747963,0.489847356,-2.073924429,good,,,0.442635003,0.517015332,0.56742774,0.499542114,0.564250897,0.484982065,0.34245716,1,
2137,-1.288116458,-2.044986299,-1.57236597,2.047004622,0.50247014,1.19218136,-2.711856524,bad,,,0.432479447,0.394485314,0.401082123,0.592476489,0.485083424,0.538585382,0.298203263,0,
2138,-0.142938459,-0.481338315,-2.28601509,1.400622035,0.147894118,-1.129558548,-2.214664806,good,,,0.516944124,0.515318403,0.34730056,0.545208711,0.458476187,0.361386273,0.33269388,1,
2139,-0.601344922,0.652419419,-0.924715005,1.870702994,-0.862522623,0.858215897,2.199468715,bad,,,0.483133525,0.60293112,0.449889975,0.579584146,0.382654935,0.513096574,0.638906117,0,
2140,-1.500364656,-2.547763152,-0.821351497,0.771691541,-1.203177526,1.068332559,-3.257193758,bad,,,0.416824697,0.355632529,0.457679589,0.499217146,0.357092333,0.529133032,0.26037275,0,
2141,2.313424663,-1.963352972,-1.548023171,-0.031263658,-1.463958695,4.328298465,-0.835054852,good,,,0.698117634,0.400793644,0.402916629,0.440499742,0.337523422,0.777939132,0.428398608,1,
2142,3.726244829,-1.358237337,-0.487663997,2.826486791,1.795483085,-0.903646552,4.093808854,good,,,0.802322744,0.447554802,0.48282673,0.64947739,0.582110577,0.378628258,0.770318121,1,
2143,2.884909614,0.034586877,-0.305572548,1.462097321,-2.298880373,-0.933146302,1.875565732,bad,,,0.740268541,0.555187245,0.496549388,0.549704191,0.274871247,0.376376787,0.616436688,0,
2144,0.155710034,-1.449870396,-3.619583428,-0.488881607,3.142917445,2.725126311,0.240346626,bad,,,0.538971485,0.440473729,0.246801047,0.407035685,0.683221491,0.655582328,0.503000133,0,
2145,1.652673127,-4.980836026,0.873583607,4.479749518,-1.877823339,-2.154690413,-3.545769631,bad,,,0.649382708,0.167613414,0.58541219,0.770374915,0.306467192,0.283146479,0.240353993,0,
2146,-1.865761716,1.057888502,-0.485027752,-0.063377955,-1.78388516,2.255705213,-0.150866596,good,,,0.389874175,0.634264311,0.483025401,0.438151331,0.313516274,0.619755317,0.475861336,1,
2147,1.472628167,-0.533480491,-4.399630162,2.291794636,0.149331683,0.556242287,-0.858438387,good,,,0.636103166,0.511289043,0.188015671,0.610377157,0.458584061,0.490049438,0.426776472,1,
2148,0.094281584,1.041114399,-0.610460957,1.28456932,1.107153344,-2.003501488,2.872205132,bad,,,0.534440718,0.632968069,0.473572585,0.536722168,0.5304586,0.294685473,0.68557442,0,
2149,1.136051035,-0.295270112,-1.619187353,1.987419922,0.019736322,-0.840226087,2.568845781,bad,,,0.61127831,0.529697084,0.3975536,0.588119261,0.448859279,0.383468615,0.664530121,0,
2150,-0.144185984,0.620742875,-1.931273523,3.209633746,0.42710461,1.093505833,2.252121481,bad,,,0.516852111,0.60048327,0.374034364,0.677495634,0.479428026,0.531054299,0.642558684,0,
2151,-0.211408934,3.164263246,-1.108673451,3.980778927,1.26355654,-3.791455724,0.126464569,good,,,0.51189396,0.79703737,0.436026618,0.733886879,0.542195031,0.158225788,0.495100037,1,
2152,0.76350284,-2.339085863,1.641531318,0.879753103,-1.780681789,0.666351205,0.179404391,bad,,,0.583800344,0.371758358,0.643285768,0.507119323,0.313756653,0.498453137,0.498772518,0,
2153,-0.823277336,1.277006271,-0.501902601,-0.763764362,0.315998164,-1.185310585,2.221617546,good,,,0.466764498,0.651196944,0.48175369,0.386934437,0.471090644,0.357131183,0.6404426,1,
2154,-0.440814997,-0.045822824,-1.638420507,1.061085169,-0.504020469,0.851915162,-0.129357025,bad,,,0.494973701,0.548973472,0.396104164,0.520379526,0.409556787,0.512615691,0.477353473,0,
2155,0.602283588,-2.205630506,-0.261152989,1.954799684,3.788698364,-2.59096555,2.892828747,good,,,0.571909326,0.382071308,0.499896906,0.585733853,0.731680622,0.249849224,0.687005098,1,
2156,-1.586743341,-2.823856603,3.472991638,1.762574713,0.683963385,0.427569634,-2.179352823,good,,,0.410453681,0.33429702,0.781307093,0.571677089,0.498702601,0.480228924,0.335143502,1,
2157,0.782667317,-1.865944317,-0.643715575,1.095487435,1.03693603,2.835644816,-1.277183124,good,,,0.585213854,0.408321034,0.471066472,0.522895247,0.525189522,0.664017286,0.39772779,1,
2158,1.837040772,-1.358521162,-1.228704369,2.756600486,-0.909358344,0.2839664,0.467697195,bad,,,0.662981078,0.447532869,0.426980926,0.64436684,0.379140402,0.469268883,0.518771638,0,
2159,0.586694575,-1.333885902,-0.292023479,1.13649496,-1.937563778,-0.40091978,-0.921238606,bad,,,0.57075953,0.449436594,0.497570464,0.525893989,0.301984294,0.416997214,0.422419967,0,
2160,0.155221377,-0.735737747,-1.377105771,3.192885018,-2.946156176,-1.046913021,-0.594522307,good,,,0.538935443,0.49565933,0.415797195,0.676270856,0.22629994,0.367693919,0.445084558,1,
2161,-2.476002145,-0.452070324,0.931480519,1.458111612,0.692759378,0.409611271,0.288334411,good,,,0.344864787,0.517580128,0.589775379,0.54941273,0.499362649,0.478858312,0.506329087,1,
2162,-2.802672809,-1.628473884,-3.316330691,1.044711193,0.063320365,4.655383423,-1.606343106,bad,,,0.320770601,0.426671895,0.269654584,0.519182152,0.452129807,0.802902808,0.374893679,0,
2163,0.530865366,-0.814332096,0.016463139,1.480458148,2.033640551,-2.741933597,-0.533808885,good,,,0.566641745,0.489585842,0.520818433,0.551046857,0.599981814,0.238327088,0.4492963,1,
2164,-1.218792953,0.556167654,1.294596592,1.164562488,0.661530477,-0.801403196,0.939595556,bad,,,0.437592528,0.59549313,0.617140298,0.527946473,0.497019245,0.386431643,0.551507633,0,
2165,0.42978354,-1.903909733,-1.474212804,1.097044519,-2.203614036,0.726146407,-1.662029824,bad,,,0.559186272,0.405387203,0.408479078,0.523009112,0.282019993,0.503016807,0.371030643,0,
2166,-0.062090213,-0.213946902,-0.242225762,2.850387081,1.908284984,0.217773856,-0.247001025,good,,,0.522907233,0.535981449,0.501323287,0.651225137,0.590575185,0.464216956,0.469192408,1,
2167,1.931473554,-0.322816607,-2.582809534,0.634081671,0.813084086,0.786990756,-3.261756459,bad,,,0.669946138,0.52756839,0.32493373,0.489154201,0.508391765,0.507660551,0.260056231,0,
2168,1.716020704,-3.910784154,-2.83585439,1.298777726,0.993305361,0.547551833,0.246129771,good,,,0.654055023,0.250303171,0.305863927,0.53776118,0.521915495,0.489386168,0.503401315,1,
2169,-0.877526715,-0.403724649,0.783132125,0.903129897,-0.130447559,0.359689875,0.483467424,bad,,,0.462763237,0.521316107,0.578595644,0.50882879,0.437589543,0.475048226,0.519865632,0,
2170,1.815654354,-1.400693764,-1.194499318,1.699903,0.876602364,-0.030886264,0.557724553,bad,,,0.661403684,0.444273922,0.429558665,0.567094118,0.51315815,0.445238796,0.525016913,0,
2171,-0.047806543,1.481495384,-1.241820016,1.153462777,0.707333259,0.402332005,-2.650827913,bad,,,0.523960751,0.666999126,0.425992513,0.527134788,0.500456267,0.478302746,0.30243687,0,
2172,4.462673691,-1.13273302,0.826322493,-2.59824637,5.461806557,0.313965906,5.91888783,good,,,0.856639388,0.464980964,0.581850528,0.252784957,0.857229965,0.471558496,0.896925419,1,
2173,2.069823748,-1.987112469,-2.658363796,2.204464118,0.340968413,0.276198288,1.030098094,good,,,0.680150408,0.398957595,0.319239858,0.60399097,0.472964401,0.468676007,0.557785872,1,
2174,-4.389032417,-2.012014025,0.416052283,1.155302186,0.845483421,1.777485812,5.614975313,bad,,,0.203765776,0.397033293,0.550932011,0.527269298,0.510822998,0.583256805,0.875842746,0,
2175,4.305849179,-3.431048364,-2.630272319,3.62169029,1.385819172,3.792586559,0.11629875,good,,,0.845072512,0.287375426,0.32135687,0.707627939,0.551369568,0.737052695,0.494394825,1,
2176,-0.768129713,-2.104779279,-0.490160386,2.695262197,1.602198559,1.898814361,-1.414392056,good,,,0.470832011,0.389864728,0.482638599,0.639881378,0.567606587,0.592516805,0.388209488,1,
2177,-1.042922746,-0.708490352,-0.157402388,0.950915787,1.027566496,0.461387136,-1.082842655,bad,,,0.450564153,0.497764911,0.507715691,0.51232321,0.524486436,0.482809933,0.411209355,0,
2178,-0.902666687,-4.034102198,2.158641804,1.725307725,-0.160970254,-1.02650725,-4.448054211,bad,,,0.460908993,0.240773597,0.682255913,0.56895188,0.435299133,0.369251322,0.177761736,0,
2179,-2.567027949,-0.538892111,2.661353251,0.434470196,0.048949287,-0.023129717,-0.603270824,good,,,0.338151014,0.510870852,0.720140927,0.474557287,0.451051408,0.445830789,0.444477665,1,
2180,2.203787367,-0.447803183,-1.234655097,1.646954969,1.229152433,-0.413445163,2.399052542,good,,,0.690031137,0.517909877,0.426532471,0.563222207,0.539613361,0.416041255,0.652751419,1,
2181,-0.453424898,-2.180554267,-2.410615452,-0.568177228,1.58344561,1.72514781,3.052069553,bad,,,0.494043635,0.38400911,0.337910509,0.401237064,0.566199373,0.579262281,0.69805177,0,
2182,1.587379525,-0.449550631,1.154522763,0.349009448,0.417567442,-1.400332754,2.530517323,good,,,0.64456686,0.51777484,0.606584144,0.468307831,0.478712361,0.340720329,0.661871243,1,
2183,-0.665620915,-2.231718194,1.319768985,0.581922393,-1.235713678,0.633911223,-1.161427669,bad,,,0.478392733,0.380055345,0.619037323,0.485339969,0.354650833,0.495977262,0.405757845,0,
2184,-0.129502399,-4.690070641,1.126250345,3.03602191,2.295715138,2.492054051,-0.476322949,good,,,0.517935125,0.190082716,0.604453497,0.664799986,0.619647782,0.637793859,0.453284149,1,
2185,-3.920566819,-0.313419166,-2.418484332,-1.320245912,-0.681633858,3.743094827,-2.269809075,bad,,,0.238318304,0.52829459,0.337317499,0.346240818,0.396228753,0.733275403,0.328868474,0,
2186,-3.082671194,-1.780316882,0.474989059,2.032588558,1.006848246,1.328555133,4.034392859,bad,,,0.300118813,0.414938014,0.555373566,0.591422291,0.522931747,0.548993658,0.766196382,0,
2187,0.750814186,1.246413162,0.790365512,-2.375099162,0.404926201,-0.433943964,3.670181522,good,,,0.582864469,0.648832818,0.579140762,0.269102959,0.477763767,0.414476752,0.740930729,1,
2188,-0.390173063,1.904167267,-1.118364299,1.558759764,-1.58278882,-1.294414713,1.575293784,good,,,0.498708888,0.699661688,0.435296303,0.55677279,0.328606459,0.348804172,0.595606565,1,
2189,-0.908678227,-3.348000698,4.132449972,-1.191939094,2.331181898,0.994385693,-2.43979642,good,,,0.460465601,0.293793051,0.831004765,0.355623463,0.622309193,0.523489282,0.317076306,1,
2190,-1.222465825,-1.390363637,-0.848536828,2.346494485,1.522259618,-2.98614991,0.420361836,good,,,0.437321629,0.445072197,0.455630866,0.614377172,0.561608002,0.219688087,0.515487943,1,
2191,2.808188683,-1.000027757,-1.398065291,0.684466748,2.944581007,-0.606885097,1.560880955,good,,,0.73460985,0.475235949,0.414217658,0.492838691,0.668338407,0.401277593,0.594606735,1,
2192,-0.503316995,-0.704216886,-3.883713649,0.628402893,2.458651035,3.698133576,-0.409698609,bad,,,0.490363753,0.498095149,0.226895837,0.488738931,0.631874424,0.729843884,0.457905936,0,
2193,-2.447816326,0.824679098,0.143270373,1.478978273,1.810475947,-0.340230463,0.671943146,good,,,0.346943684,0.616242728,0.530374797,0.550938638,0.583235635,0.421629125,0.532940355,1,
2194,1.341187327,-0.351865294,-0.910001468,3.59061853,0.938523436,0.09384146,-0.400220952,good,,,0.626408509,0.525323612,0.450998807,0.705355766,0.517804682,0.454758227,0.45856341,1,
2195,-1.310657812,-1.210850946,-0.789613398,1.720657274,0.214007605,3.557588395,-3.000197815,bad,,,0.430816869,0.458944292,0.460071415,0.568611808,0.463437315,0.719117239,0.278200779,0,
2196,-3.701798541,3.207895588,-1.811640348,-0.984135799,1.62468603,-1.270178238,-7.010538475,good,,,0.254453955,0.800409121,0.383050082,0.370819417,0.569294037,0.350653941,0,1,
2197,0.905023916,-0.614958583,-0.252101135,0.612676885,2.457078051,0.052657308,-2.492708194,bad,,,0.594238487,0.504992709,0.500579066,0.487588941,0.631756388,0.451614983,0.313405771,0,
2198,-4.624721982,0.256553221,-3.986957075,-1.721884152,0.068653567,6.503375218,-0.918587296,bad,,,0.186382065,0.572340005,0.219115273,0.316870369,0.452530009,0.943944661,0.422603891,0,
2199,-3.309756268,-0.119803874,-3.03695312,0.56283121,-1.226005544,1.858117339,-1.990957758,bad,,,0.283369742,0.543256483,0.290708855,0.483943895,0.355379328,0.589410739,0.34821263,0,
2200,1.657435643,1.923801596,1.447565855,2.069748375,1.714583111,-2.896040028,4.514503907,good,,,0.649733976,0.701178959,0.628668268,0.594139663,0.576039877,0.226565425,0.799502098,1,
2201,-1.44837283,-0.472324969,-0.28450227,1.47149743,2.708222184,1.332536663,0.658072598,bad,,,0.420659448,0.516014922,0.498137272,0.55039159,0.650602139,0.549297535,0.531978143,0,
2202,0.705151025,-0.975941243,-0.317426701,0.229511689,-0.792009283,-0.686751105,0.967041295,good,,,0.5794965,0.477097268,0.495656043,0.459569363,0.387946227,0.395182084,0.553411567,1,
2203,3.968753217,-1.730660517,-5.193295838,1.30957223,1.044069542,2.239637976,-0.844435863,bad,,,0.820209389,0.418775279,0.128203952,0.538550546,0.525724818,0.618529038,0.427747839,0,
2204,-2.890416748,-2.458837644,-1.909801503,1.449790235,0.329820133,4.568928461,-0.337194942,bad,,,0.314298888,0.362504372,0.375652525,0.548804216,0.472127839,0.79630442,0.462935578,0,
2205,-0.891097343,-1.405426104,-0.348578398,1.563817505,-0.487976794,1.124207279,-0.361346892,bad,,,0.461762311,0.443908224,0.493308409,0.557142645,0.410760698,0.533397485,0.461260137,0,
2206,0.525331564,-4.48793224,0.867200867,1.227252549,-2.108394016,1.470957892,-2.643474086,bad,,,0.56623359,0.205703244,0.584931178,0.532530785,0.289165264,0.559862077,0.302947011,0,
2207,0.794249191,-0.050024249,-1.145347533,2.031164911,-0.066799224,-0.681423567,0.013338089,bad,,,0.586068096,0.548648801,0.43326281,0.591318184,0.442365688,0.395588691,0.487252356,0,
2208,1.867104765,0.036132936,-0.016261292,-0.134033853,3.790914295,-1.49410829,3.251512146,good,,,0.665198502,0.555306718,0.518352275,0.432984504,0.731846905,0.333563221,0.711887274,1,
2209,-0.939374182,0.360852891,-0.892405419,-0.282832832,0.700530373,0.787688514,-3.496028713,good,,,0.458201565,0.580399908,0.452324869,0.422103337,0.499945781,0.507713805,0.243804564,1,
2210,-4.780676626,2.519171413,-3.199009274,0.0497139,-1.396157619,0.646605119,-0.525431727,bad,,,0.174879348,0.747186995,0.278496084,0.446421357,0.342611187,0.496946082,0.449877431,0,
2211,-0.041564638,-2.53011382,-1.487798006,1.27552067,-1.191593687,3.037346004,-1.245114712,bad,,,0.524421134,0.356996405,0.407455279,0.53606047,0.357961579,0.679411462,0.399952403,0,
2212,-2.18697369,0.679478079,-0.83236244,-0.299714631,-0.447194461,2.10493896,0.871449566,bad,,,0.366182604,0.605022116,0.456849789,0.420868828,0.413820987,0.608248582,0.546780287,0,
2213,-0.334986066,-1.667267722,-0.10478713,2.107930477,-3.644782882,0.045081901,0.198688716,bad,,,0.502779305,0.423674046,0.511680848,0.596931791,0.173875283,0.451036815,0.500110288,0,
2214,-0.651106447,-3.111428715,-2.324016517,1.857068791,-1.278932919,2.301824124,1.615739883,bad,,,0.479463274,0.312074482,0.344436721,0.578587122,0.35140768,0.62327519,0.598412346,0,
2215,-1.141674539,-0.795050543,-0.041325635,0.738604119,-1.396352229,0.458395341,-0.641906912,bad,,,0.443280536,0.491075851,0.516463392,0.496797575,0.342596583,0.482581594,0.441797447,0,
2216,-2.162204213,-0.177489528,-2.536287216,0.730679333,0.216158022,2.556700744,-0.693294222,bad,,,0.368009522,0.538798743,0.328439714,0.496218062,0.463598682,0.642727804,0.438232665,0,
2217,-1.629615639,-0.294618623,-3.063811323,0.510197035,0.022928962,3.972976217,0.3071511,bad,,,0.407291557,0.529747428,0.288684785,0.480094935,0.449098853,0.750820339,0.507634417,0,
2218,1.230079928,-2.136526255,-1.644883753,1.701972126,-1.116911404,1.121949359,-0.613702772,bad,,,0.618213582,0.387411436,0.395617085,0.567245426,0.363565707,0.533225157,0.443753992,0,
2219,2.828637642,-1.154014648,-6.35974912,-0.112942198,2.870289999,2.804619621,-2.550249431,bad,,,0.7361181,0.463336397,0.040298456,0.434526865,0.662763641,0.661649391,0.309414086,0,
2220,-2.436002313,0.084055928,0.222926103,1.398836725,-1.796494906,-2.587192294,0.362517495,good,,,0.347815047,0.559010035,0.536377761,0.545078157,0.312570043,0.250137205,0.511475231,1,
2221,0.911789148,-0.15565199,-0.457495966,2.382532318,-0.870300692,-1.313018732,2.551831691,good,,,0.594737469,0.54048627,0.485100234,0.617012497,0.382071272,0.347384282,0.663349839,1,
2222,0.620445662,-0.008587452,-2.158843757,1.91504063,-1.280245897,-0.342763465,0.022420828,good,,,0.573248902,0.551850888,0.356884364,0.582826407,0.351309154,0.421435802,0.487882433,1,
2223,-2.250172219,0.851410805,-0.384605964,-0.517092054,-2.969104902,1.242169702,1.266060162,bad,,,0.361521283,0.618308458,0.490593323,0.40497275,0.224577877,0.542400576,0.574154763,0,
2224,-2.515845863,0.556791587,-0.256970316,1.133642485,1.241172767,0.291943506,-0.359520606,good,,,0.341926042,0.595541345,0.500212118,0.525685397,0.540515362,0.469877709,0.461386828,1,
2225,0.103847581,2.430741335,-0.228727566,1.31563728,0.465298597,-2.762087148,-0.456343829,good,,,0.535146275,0.740353437,0.502340529,0.538994063,0.482294087,0.236788935,0.454670117,1,
2226,-0.514957132,0.034977924,-0.459915958,1.291525221,0.454003509,1.536034767,-0.693438851,good,,,0.489505213,0.555217463,0.48491786,0.537230829,0.481446508,0.564828854,0.438222632,1,
2227,-0.278953799,-0.563608436,1.888951231,1.177150821,-0.131230444,1.213522064,-0.549522887,good,,,0.506912066,0.508960864,0.661931667,0.528867015,0.437530796,0.54021414,0.448206206,1,
2228,1.274946411,-0.62221895,-1.242830531,1.375191003,-0.294096087,-0.191340164,1.3090311,good,,,0.62152279,0.504431654,0.425916359,0.543349025,0.425309426,0.432992684,0.577135694,1,
2229,0.16851505,-1.876534248,0.691351959,1.918167575,2.777259647,0.382210508,-2.955247077,good,,,0.539915942,0.407502682,0.571678966,0.58305507,0.655782682,0.476767039,0.281319051,1,
2230,-0.882113631,-0.63021827,-2.350978847,1.094072107,-2.922814821,0.701124631,-1.187544333,bad,,,0.462424921,0.503813496,0.342404804,0.522791749,0.228051466,0.501107103,0.40394611,0,
2231,-2.186439071,-0.82962874,2.286443539,2.48069603,-3.498057673,-1.960518456,2.843064411,bad,,,0.366222036,0.488403772,0.691887224,0.624190878,0.184885481,0.29796601,0.683552904,0,
2232,-0.2144846,-2.313936235,-3.942249344,3.562241868,-5.961897048,0.301016789,-1.778796745,bad,,,0.511667109,0.373701831,0.222484508,0.703280676,0,0.470570197,0.362930422,0,
